TAXON_ORDER,CATEGORY,SPECIES_CODE,TAXON_CONCEPT_ID,PRIMARY_COM_NAME,SCI_NAME,ORDER,FAMILY,SPECIES_GROUP,REPORT_AS
30806,spuh,waxbil1,avibase-7F15E186,waxbill sp.,Estrilda sp.,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30807,species,quailf1,avibase-8E5252EB,Quailfinch,Ortygospiza atricollis,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30808,issf,bkfqua1,avibase-94AD8E4A,Quailfinch (Black-faced),Ortygospiza atricollis [atricollis Group],Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,quailf1
30812,issf,afrqua2,avibase-B8DC9636,Quailfinch (Spectacled),Ortygospiza atricollis [fuscocrissa Group],Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,quailf1
30818,issf,rebqua1,avibase-7A44ABF5,Quailfinch (Black-chinned),Ortygospiza atricollis [gabonensis Group],Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,quailf1
30822,species,locust3,avibase-EF6293B7,Locustfinch,Paludipasser locustella,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30825,species,cutthr1,avibase-CDDA63E0,Cut-throat,Amadina fasciata,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30830,species,rehfin1,avibase-13BE59E4,Red-headed Finch,Amadina erythrocephala,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30833,species,grnava1,avibase-7423EBDD,Green Avadavat,Amandava formosa,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30834,species,zebwax2,avibase-ECC40D44,Zebra Waxbill,Amandava subflava,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30837,species,redava,avibase-F30FC757,Red Avadavat,Amandava amandava,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30838,issf,redava1,avibase-B953F72C,Red Avadavat (Red-bellied),Amandava amandava amandava/punicea,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,redava
30841,issf,redava2,avibase-841310BB,Red Avadavat (Yellow-bellied),Amandava amandava flavidiventris,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,redava
30842,species,purgre2,avibase-DE689967,Purple Grenadier,Granatina ianthinogaster,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30843,species,viewax1,avibase-E247988F,Violet-eared Waxbill,Granatina granatina,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30844,species,bubcor1,avibase-B40A6BCD,Southern Cordonbleu,Uraeginthus angolensis,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30847,species,reccor,avibase-EAE77D96,Red-cheeked Cordonbleu,Uraeginthus bengalus,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30852,species,blccor1,avibase-5CAE6778,Blue-capped Cordonbleu,Uraeginthus cyanocephalus,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30853,spuh,cordon1,avibase-F9A7FAD9,cordonbleu sp.,Uraeginthus sp.,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30854,species,grablu1,avibase-AEAD40DD,Grant's Bluebill,Spermophaga poliogenys,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30855,species,wesblu1,avibase-3817DA4A,Western Bluebill,Spermophaga haematina,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30856,issf,wesblu2,avibase-55B3AB24,Western Bluebill (Western),Spermophaga haematina haematina/togoensis,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,wesblu1
30859,issf,wesblu3,avibase-BB28AF83,Western Bluebill (Red-rumped),Spermophaga haematina pustulata,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,wesblu1
30860,species,rehblu1,avibase-46A1FC77,Red-headed Bluebill,Spermophaga ruficapilla,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30863,species,lessee1,avibase-A24ED820,Lesser Seedcracker,Pyrenestes minor,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30864,species,crisee1,avibase-E617A8C3,Crimson Seedcracker,Pyrenestes sanguineus,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30865,species,blbsee1,avibase-2CC91390,Black-bellied Seedcracker,Pyrenestes ostrinus,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30866,slash,y01180,avibase-885FCF42,Crimson/Black-bellied Seedcracker,Pyrenestes sanguineus/ostrinus,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30867,species,grwpyt1,avibase-01A3BE3C,Green-winged Pytilia,Pytilia melba,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30877,species,orwpyt1,avibase-6A1ED1C2,Orange-winged Pytilia,Pytilia afra,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30878,species,rewpyt1,avibase-C7891867,Red-winged Pytilia,Pytilia phoenicoptera,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30881,species,rebpyt1,avibase-2F790B56,Red-billed Pytilia,Pytilia lineata,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30882,species,refpyt1,avibase-1AAAEAFD,Red-faced Pytilia,Pytilia hypogrammica,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30883,spuh,pytili1,avibase-C08C7F95,pytilia sp.,Pytilia sp.,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30884,species,dybtwi1,avibase-76B35118,Dybowski's Twinspot,Euschistospiza dybowskii,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30885,species,dustwi1,avibase-F729393B,Dusky Twinspot,Euschistospiza cinereovinacea,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30886,issf,dustwi2,avibase-CF8D0E79,Dusky Twinspot (Angola),Euschistospiza cinereovinacea cinereovinacea,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,dustwi1
30887,issf,dustwi3,avibase-5F85BFBB,Dusky Twinspot (Grauer's),Euschistospiza cinereovinacea graueri,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,dustwi1
30888,species,pettwi1,avibase-50490520,Peters's Twinspot,Hypargos niveoguttatus,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30891,species,pittwi1,avibase-7970DC5F,Pink-throated Twinspot,Hypargos margaritatus,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30892,species,brotwi1,avibase-BD7558AD,Brown Twinspot,Clytospiza monteiri,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30893,species,rebfir2,avibase-B4A4E4BF,Red-billed Firefinch,Lagonosticta senegala,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30900,species,afffin,avibase-A6034D7F,African Firefinch,Lagonosticta rubricata,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30906,species,jamfir1,avibase-871F32D9,Jameson's Firefinch,Lagonosticta rhodopareia,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30910,species,malfir1,avibase-8AC4DC43,Mali Firefinch,Lagonosticta virata,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30911,species,rocfir1,avibase-25D648E7,Rock Firefinch,Lagonosticta sanguinodorsalis,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30912,species,reifir1,avibase-D2EDC42A,Reichenow's Firefinch,Lagonosticta umbrinodorsalis,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30913,species,blbfir1,avibase-27012CC9,Black-bellied Firefinch,Lagonosticta rara,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30916,species,babfir1,avibase-43FE4788,Bar-breasted Firefinch,Lagonosticta rufopicta,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30919,species,brnfir1,avibase-995975D1,Brown Firefinch,Lagonosticta nitidula,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30920,species,bkffir1,avibase-88C74BEE,Black-faced Firefinch,Lagonosticta larvata,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30921,issf,bkffir2,avibase-93287BF3,Black-faced Firefinch (Vinaceous),Lagonosticta larvata vinacea,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,bkffir1
30922,issf,bkffir3,avibase-42CBC191,Black-faced Firefinch (Gray),Lagonosticta larvata nigricollis,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,bkffir1
30923,issf,bkffir4,avibase-868766DD,Black-faced Firefinch (Reddish),Lagonosticta larvata larvata,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,bkffir1
30924,spuh,firefi1,avibase-C6E4B594,firefinch sp.,Lagonosticta sp.,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30925,spuh,estfin1,avibase-D5384047,estrildid finch sp.,Estrildidae sp.,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
30927,species,pitwhy,avibase-673E66F0,Pin-tailed Whydah,Vidua macroura,Passeriformes,Viduidae (Indigobirds),Indigobirds and Whydahs,
30928,species,nopwhy1,avibase-DFCFAB2A,Sahel Paradise-Whydah,Vidua orientalis,Passeriformes,Viduidae (Indigobirds),Indigobirds and Whydahs,
30931,species,ltpwhy1,avibase-78607A22,Exclamatory Paradise-Whydah,Vidua interjecta,Passeriformes,Viduidae (Indigobirds),Indigobirds and Whydahs,
30932,species,topwhy1,avibase-E60F7093,Togo Paradise-Whydah,Vidua togoensis,Passeriformes,Viduidae (Indigobirds),Indigobirds and Whydahs,
30933,species,btpwhy1,avibase-C1A42CCA,Broad-tailed Paradise-Whydah,Vidua obtusa,Passeriformes,Viduidae (Indigobirds),Indigobirds and Whydahs,
30934,species,eapwhy1,avibase-ACF0F1A2,Eastern Paradise-Whydah,Vidua paradisaea,Passeriformes,Viduidae (Indigobirds),Indigobirds and Whydahs,
30935,species,stbwhy1,avibase-8D05A048,Steel-blue Whydah,Vidua hypocherina,Passeriformes,Viduidae (Indigobirds),Indigobirds and Whydahs,
30936,species,sttwhy1,avibase-424B857C,Straw-tailed Whydah,Vidua fischeri,Passeriformes,Viduidae (Indigobirds),Indigobirds and Whydahs,
30937,species,shtwhy1,avibase-019E8CA3,Shaft-tailed Whydah,Vidua regia,Passeriformes,Viduidae (Indigobirds),Indigobirds and Whydahs,
30938,species,vilind,avibase-BA01A793,Village Indigobird,Vidua chalybeata,Passeriformes,Viduidae (Indigobirds),Indigobirds and Whydahs,
30945,species,pawind1,avibase-0D1546EC,Wilson's Indigobird,Vidua wilsoni,Passeriformes,Viduidae (Indigobirds),Indigobirds and Whydahs,
30946,species,quaind1,avibase-86FBD1A0,Quailfinch Indigobird,Vidua nigeriae,Passeriformes,Viduidae (Indigobirds),Indigobirds and Whydahs,
30947,species,jopind1,avibase-12EC9197,Jos Plateau Indigobird,Vidua maryae,Passeriformes,Viduidae (Indigobirds),Indigobirds and Whydahs,
30948,species,jamind1,avibase-30A131ED,Jambandu Indigobird,Vidua raricola,Passeriformes,Viduidae (Indigobirds),Indigobirds and Whydahs,
30949,species,bakind1,avibase-04D7BC6C,Baka Indigobird,Vidua larvaticola,Passeriformes,Viduidae (Indigobirds),Indigobirds and Whydahs,
30950,species,camind1,avibase-A37F0FEC,Cameroon Indigobird,Vidua camerunensis,Passeriformes,Viduidae (Indigobirds),Indigobirds and Whydahs,
30951,species,varind1,avibase-49EF9657,Variable Indigobird,Vidua funerea,Passeriformes,Viduidae (Indigobirds),Indigobirds and Whydahs,
30954,species,purind1,avibase-2AA13F1D,Purple Indigobird,Vidua purpurascens,Passeriformes,Viduidae (Indigobirds),Indigobirds and Whydahs,
30955,species,greind1,avibase-634F5756,Green Indigobird,Vidua codringtoni,Passeriformes,Viduidae (Indigobirds),Indigobirds and Whydahs,
30956,spuh,paradi4,avibase-80124D76,paradise-whydah sp.,Vidua sp. (paradise-whydah sp.),Passeriformes,Viduidae (Indigobirds),Indigobirds and Whydahs,
30957,spuh,whydah1,avibase-428EC94D,whydah sp.,Vidua sp. (whydah sp.),Passeriformes,Viduidae (Indigobirds),Indigobirds and Whydahs,
30958,spuh,indigo1,avibase-68E80B6A,indigobird sp.,Vidua sp. (indigobird sp.),Passeriformes,Viduidae (Indigobirds),Indigobirds and Whydahs,
30959,spuh,vidua1,avibase-19258FED,Vidua sp.,Vidua sp.,Passeriformes,Viduidae (Indigobirds),Indigobirds and Whydahs,
30960,species,parwea1,avibase-C97A5C39,Parasitic Weaver,Anomalospiza imberbis,Passeriformes,Viduidae (Indigobirds),Indigobirds and Whydahs,
30964,species,alpacc1,avibase-A783468F,Alpine Accentor,Prunella collaris,Passeriformes,Prunellidae (Accentors),Accentors,
30974,species,himacc1,avibase-EB8501AD,Altai Accentor,Prunella himalayana,Passeriformes,Prunellidae (Accentors),Accentors,
30975,species,robacc1,avibase-0158561B,Robin Accentor,Prunella rubeculoides,Passeriformes,Prunellidae (Accentors),Accentors,
30978,species,rubacc1,avibase-68193296,Rufous-breasted Accentor,Prunella strophiata,Passeriformes,Prunellidae (Accentors),Accentors,
30981,species,sibacc,avibase-D3220040,Siberian Accentor,Prunella montanella,Passeriformes,Prunellidae (Accentors),Accentors,
30984,species,radacc2,avibase-1518EDFA,Radde's Accentor,Prunella ocularis,Passeriformes,Prunellidae (Accentors),Accentors,
30985,issf,radacc1,avibase-E48FE505,Radde's Accentor (Radde's),Prunella ocularis ocularis,Passeriformes,Prunellidae (Accentors),Accentors,radacc2
30986,issf,yemacc1,avibase-14C13A71,Radde's Accentor (Yemen),Prunella ocularis fagani,Passeriformes,Prunellidae (Accentors),Accentors,radacc2
30987,species,broacc1,avibase-AEBE407C,Brown Accentor,Prunella fulvescens,Passeriformes,Prunellidae (Accentors),Accentors,
30994,species,bltacc1,avibase-C68A31C1,Black-throated Accentor,Prunella atrogularis,Passeriformes,Prunellidae (Accentors),Accentors,
30997,species,monacc1,avibase-38790757,Mongolian Accentor,Prunella koslowi,Passeriformes,Prunellidae (Accentors),Accentors,
30998,species,dunnoc1,avibase-26530C86,Dunnock,Prunella modularis,Passeriformes,Prunellidae (Accentors),Accentors,
31007,species,japacc1,avibase-18D3C762,Japanese Accentor,Prunella rubida,Passeriformes,Prunellidae (Accentors),Accentors,
31010,species,mabacc1,avibase-D47C1AA7,Maroon-backed Accentor,Prunella immaculata,Passeriformes,Prunellidae (Accentors),Accentors,
31011,spuh,accent1,avibase-17814962,accentor sp.,Prunella sp.,Passeriformes,Prunellidae (Accentors),Accentors,
31013,species,cinwhe1,avibase-A6E996A8,Cinnamon Ibon,Hypocryptadius cinnamomeus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31014,species,saxspa1,avibase-17AC96E0,Saxaul Sparrow,Passer ammodendri,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31018,species,houspa,avibase-240E3390,House Sparrow,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31019,issf,houspa13,avibase-C71FD145,House Sparrow (Gray-cheeked),Passer domesticus [domesticus Group],Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,houspa
31026,issf,houspa14,avibase-57816EB6,House Sparrow (Indian),Passer domesticus [indicus Group],Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,houspa
31033,species,itaspa1,avibase-3718C3F9,Italian Sparrow,Passer italiae,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31034,hybrid,x00873,avibase-2D172B4E,House x Italian Sparrow (hybrid),Passer domesticus x italiae,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31035,slash,y00692,avibase-6D3BD126,House/Italian Sparrow,Passer domesticus/italiae,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31036,species,spaspa1,avibase-5A8E09A1,Spanish Sparrow,Passer hispaniolensis,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31039,hybrid,x00645,avibase-E8B4B391,House x Spanish Sparrow (hybrid),Passer domesticus x hispaniolensis,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31040,hybrid,x00974,avibase-EFC62669,Italian x Spanish Sparrow (hybrid),Passer italiae x hispaniolensis,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31041,slash,y00829,avibase-43C297EE,House/Spanish Sparrow,Passer domesticus/hispaniolensis,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31042,slash,y01017,avibase-01C3628D,Italian/Spanish Sparrow,Passer italiae/hispaniolensis,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31043,species,sinspa1,avibase-E60EFA61,Sind Sparrow,Passer pyrrhonotus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31044,species,somspa1,avibase-1D25E0DB,Somali Sparrow,Passer castanopterus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31047,hybrid,x00917,avibase-4B5155CD,House x Somali Sparrow (hybrid),Passer domesticus x castanopterus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31048,species,russpa2,avibase-469D6B56,Russet Sparrow,Passer cinnamomeus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31052,species,plbspa1,avibase-AABF0A3A,Plain-backed Sparrow,Passer flaveolus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31053,species,desspa1,avibase-7D19D9ED,Dead Sea Sparrow,Passer moabiticus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31054,issf,desspa5,avibase-EE391079,Dead Sea Sparrow (Dead Sea),Passer moabiticus moabiticus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,desspa1
31055,issf,desspa6,avibase-DE83545C,Dead Sea Sparrow (Sistan Scrub),Passer moabiticus yatii,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,desspa1
31056,species,cavspa1,avibase-ECD1267B,Cape Verde Sparrow,Passer iagoensis,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31057,species,aakspa1,avibase-BE010552,Abd al Kuri Sparrow,Passer hemileucus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31058,species,socspa1,avibase-E2E3F3F4,Socotra Sparrow,Passer insularis,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31059,species,grrspa1,avibase-3E2EFDA6,Great Rufous Sparrow,Passer motitensis,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31063,species,kerspa2,avibase-DBAB527C,Kenya Rufous Sparrow,Passer rufocinctus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31064,species,shrspa1,avibase-126E0CFA,Shelley's Rufous Sparrow,Passer shelleyi,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31065,species,korspa1,avibase-A3D20D11,Kordofan Rufous Sparrow,Passer cordofanicus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31066,species,capspa1,avibase-DEE88DF6,Cape Sparrow,Passer melanurus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31070,species,gyhspa1,avibase-E10D0809,Northern Gray-headed Sparrow,Passer griseus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31074,species,swaspa2,avibase-F375B25B,Swainson's Sparrow,Passer swainsonii,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31075,species,pabspa1,avibase-DB4998D1,Parrot-billed Sparrow,Passer gongonensis,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31076,species,swaspa1,avibase-2B55E679,Swahili Sparrow,Passer suahelicus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31077,species,sghspa2,avibase-7EB3ECC4,Southern Gray-headed Sparrow,Passer diffusus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31082,species,desspa3,avibase-B4037E8F,Desert Sparrow,Passer simplex,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31085,species,desspa4,avibase-246789A2,Zarudny's Sparrow,Passer zarudnyi,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31086,species,eutspa,avibase-C22FBF8D,Eurasian Tree Sparrow,Passer montanus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31096,hybrid,x00754,avibase-E89B312B,House x Eurasian Tree Sparrow (hybrid),Passer domesticus x montanus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31097,hybrid,x00874,avibase-9AD0A46F,Spanish x Eurasian Tree Sparrow (hybrid),Passer hispaniolensis x montanus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31098,slash,y00764,avibase-577CD64F,House/Eurasian Tree Sparrow,Passer domesticus/montanus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31099,species,sugspa1,avibase-4C373DA1,Sudan Golden Sparrow,Passer luteus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31100,species,argspa2,avibase-24E0C8A6,Arabian Golden Sparrow,Passer euchlorus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31101,species,chespa1,avibase-D8F2F78B,Chestnut Sparrow,Passer eminibey,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31102,spuh,passer2,avibase-67EAC02D,Passer sp.,Passer sp.,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31103,species,yespet1,avibase-FCD72CEE,Yellow-spotted Bush Sparrow,Gymnoris pyrgita,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31106,species,chspet1,avibase-77CBF484,Yellow-throated Sparrow,Gymnoris xanthocollis,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31109,species,yetpet1,avibase-E323BF95,Yellow-throated Bush Sparrow,Gymnoris superciliaris,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31114,species,buspet1,avibase-969A369C,Sahel Bush Sparrow,Gymnoris dentata,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31115,species,rocpet1,avibase-F8748F12,Rock Sparrow,Petronia petronia,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31123,species,palroc1,avibase-B1A5B22C,Pale Rockfinch,Carpospiza brachydactyla,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31124,species,whwsno1,avibase-3E389D03,White-winged Snowfinch,Montifringilla nivalis,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31132,species,tibsno2,avibase-D1C47869,Tibetan Snowfinch,Montifringilla henrici,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31133,species,blwsno1,avibase-0039BCC0,Black-winged Snowfinch,Montifringilla adamsi,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31136,species,whrsno1,avibase-B0303029,White-rumped Snowfinch,Onychostruthus taczanowskii,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31137,species,pedsno1,avibase-3F9357EF,Pere David's Snowfinch,Pyrgilauda davidiana,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31140,species,runsno1,avibase-24BD3553,Rufous-necked Snowfinch,Pyrgilauda ruficollis,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31143,species,blasno1,avibase-5DE8CA02,Blanford's Snowfinch,Pyrgilauda blanfordi,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31147,species,afgsno1,avibase-09F330B1,Afghan Snowfinch,Pyrgilauda theresae,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,
31149,species,forwag1,avibase-8E872FAA,Forest Wagtail,Dendronanthus indicus,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31150,species,capwag1,avibase-4F2CC293,Cape Wagtail,Motacilla capensis,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31154,species,mouwag1,avibase-747B3A52,Mountain Wagtail,Motacilla clara,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31158,species,boclon2,avibase-47CB67FD,Sao Tome Short-tail,Motacilla bocagii,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31159,species,madwag1,avibase-B034A3E6,Madagascar Wagtail,Motacilla flaviventris,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31160,species,grywag,avibase-AE073221,Gray Wagtail,Motacilla cinerea,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31164,species,eaywag1,avibase-5983D677,Western Yellow Wagtail,Motacilla flava,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,
31165,issf,weywag14,avibase-34DA7F52,Western Yellow Wagtail (flavissima),Motacilla flava flavissima,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,eaywag1
31166,issf,weywag15,avibase-2064577F,Western Yellow Wagtail (lutea),Motacilla flava lutea,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,eaywag1
31167,form,weywag13,avibase-008B89FA,Western Yellow Wagtail (flavissima/lutea),Motacilla flava flavissima/lutea,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,eaywag1
31168,issf,weywag2,avibase-9CAAD123,Western Yellow Wagtail (thunbergi),Motacilla flava thunbergi,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,eaywag1
31169,issf,weywag16,avibase-876F7E82,Western Yellow Wagtail (flava),Motacilla flava flava,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,eaywag1
31170,intergrade,weywag21,avibase-E395BE38,Western Yellow Wagtail (Channel Wagtail intergrade),Motacilla flava flavissima x flava,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,eaywag1
31171,issf,weywag17,avibase-E7634E0C,Western Yellow Wagtail (beema),Motacilla flava beema,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,eaywag1
31172,form,weywag3,avibase-C0876FE9,Western Yellow Wagtail (flava/beema),Motacilla flava flava/beema,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,eaywag1
31173,issf,weywag18,avibase-52BA5813,Western Yellow Wagtail (iberiae),Motacilla flava iberiae,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,eaywag1
31174,issf,weywag19,avibase-E8B6C2D9,Western Yellow Wagtail (cinereocapilla),Motacilla flava cinereocapilla,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,eaywag1
31175,form,weywag4,avibase-22DF91D0,Western Yellow Wagtail (iberiae/cinereocapilla/pygmaea),Motacilla flava [cinereocapilla Group],Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,eaywag1
31176,issf,weywag20,avibase-AA11A287,Western Yellow Wagtail (pygmaea),Motacilla flava pygmaea,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,eaywag1
31177,issf,weywag6,avibase-8995B8DE,Western Yellow Wagtail (feldegg),Motacilla flava feldegg,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,eaywag1
31178,issf,weywag7,avibase-2A3F24F8,Western Yellow Wagtail (leucocephala),Motacilla flava leucocephala,Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,eaywag1
31179,intergrade,weywag11,avibase-F810A3E7,Western Yellow Wagtail (superciliaris-type intergrade),Motacilla flava (superciliaris intergrade),Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,eaywag1
31180,intergrade,weywag10,avibase-91C814F2,Western Yellow Wagtail (dombrowskii-type intergrade),Motacilla flava (dombrowskii intergrade),Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,eaywag1
31181,intergrade,weywag12,avibase-7373CA21,Western Yellow Wagtail (xanthophrys-type intergrade),Motacilla flava (xanthophrys intergrade),Passeriformes,Motacillidae (Wagtails and Pipits),Wagtails and Pipits,eaywag1
